,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
117,40,3,Male,Associate Degree,In Relationship,No,Suburban,HR,Junior,Small (51-200),Consulting,Average,Fast (50-100 Mbps),35,Very High,Few times per week,40.2,62.3,59.2,89.2,11,37,98.5,9,9,5048.72,80.4
118,54,3,Female,Bachelor Degree,Single,No,Urban,Operations,Senior,Large (1001-5000),Media,Good,Fast (50-100 Mbps),47,High,Monthly,85.1,89.8,81.5,95.0,8,16,100.0,9,6,8759.0,510.59999999999997
119,26,1,Female,Bachelor Degree,Single,Yes,Urban,Product,Junior,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),52,Very High,Daily,40.0,50.0,60.3,57.9,10,36,100.0,5,7,2466.54,40.0
120,29,3,Male,Associate Degree,Married,Yes,Rural,Marketing,Junior,Startup (1-50),Healthcare,Poor,Very Fast (100+ Mbps),43,Very Low,Monthly,40.0,58.4,49.5,64.9,7,35,78.4,7,4,2920.5000000000005,80.0
121,35,2,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),42,Moderate,Daily,63.8,76.6,62.6,83.7,10,65,100.0,7,6,5457.240000000001,127.6
122,30,0,Female,Master Degree,Single,No,Suburban,Data Science,Mid-Level,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),47,High,Few times per week,66.2,50.0,69.6,84.0,9,6,100.0,8,7,5510.4,331.0
123,22,1,Male,Master Degree,Married,No,Urban,Sales,Junior,Startup (1-50),Retail,Average,Fast (50-100 Mbps),50,Moderate,Few times per week,76.0,57.2,45.8,82.0,9,59,60.1,1,6,5207.0,76.0
124,35,4,Female,Bachelor Degree,Divorced,No,Urban,Sales,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),33,Very Low,Weekly,52.7,66.7,69.7,79.3,10,24,94.1,5,10,4821.44,421.6
125,25,0,Female,Bachelor Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Large (1001-5000),Finance,Excellent,Moderate (25-50 Mbps),51,Low,Weekly,72.6,84.5,58.9,88.2,5,31,66.7,3,7,6579.719999999999,72.6
126,39,5,Male,PhD,Married,Yes,Suburban,Engineering,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),39,Moderate,Few times per week,79.3,76.6,78.1,95.0,4,0,89.1,5,10,7144.0,79.3
127,26,1,Male,Master Degree,Married,Yes,Suburban,Sales,Junior,Enterprise (5000+),Government,Average,Fast (50-100 Mbps),48,High,Daily,65.0,75.7,52.7,79.9,12,60,100.0,6,4,5361.29,65.0
128,48,4,Female,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Media,Good,Fast (50-100 Mbps),35,Very High,Few times per week,77.3,86.6,59.1,95.0,2,16,100.0,8,9,7163.000000000001,463.79999999999995
129,27,5,Female,PhD,Divorced,Yes,Suburban,Engineering,Junior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),48,Very High,Daily,100.0,98.3,88.2,95.0,11,0,100.0,8,7,9234.0,300.0
130,32,5,Female,Master Degree,Single,Yes,Suburban,Engineering,Lead,Startup (1-50),Technology,Good,Fast (50-100 Mbps),33,Very High,Weekly,48.7,52.3,40.6,64.3,6,0,100.0,6,5,3169.99,292.20000000000005
131,42,5,Female,Associate Degree,In Relationship,No,Rural,Engineering,Senior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,Very High,Daily,88.8,97.2,73.3,95.0,9,0,100.0,2,8,9310.0,355.2
132,23,2,Female,Bachelor Degree,In Relationship,Yes,Urban,Sales,Junior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),45,Low,Few times per week,77.7,74.7,61.4,85.4,12,45,70.2,5,7,6498.94,0.0
133,37,2,Male,PhD,Single,No,Suburban,Customer Success,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),32,Low,Monthly,95.6,100.0,90.6,95.0,6,21,100.0,3,7,9262.5,478.0
134,46,3,Female,Bachelor Degree,Single,No,Suburban,Operations,Lead,Large (1001-5000),Education,Poor,Very Fast (100+ Mbps),49,Moderate,Daily,100.0,99.0,90.1,95.0,11,21,100.0,7,4,9310.0,600.0
135,22,1,Male,Associate Degree,In Relationship,No,Rural,Operations,Junior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),36,Moderate,Few times per week,90.2,85.7,85.0,95.0,7,64,98.4,7,7,8816.0,0.0
136,36,0,Male,Bachelor Degree,Married,No,Suburban,Marketing,Senior,Enterprise (5000+),Healthcare,Average,Fast (50-100 Mbps),48,Moderate,Daily,86.0,81.9,63.7,90.2,6,43,76.4,6,5,6909.32,430.0
137,37,5,Female,Master Degree,Married,No,Rural,Customer Success,Mid-Level,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),42,High,Daily,74.4,81.8,70.1,95.0,9,0,100.0,5,6,7561.999999999999,372.0
138,42,3,Female,Professional Degree,Married,Yes,Rural,Product,Senior,Enterprise (5000+),Media,Good,Very Fast (100+ Mbps),34,Low,Few times per week,81.7,83.4,75.5,95.0,11,44,75.2,8,9,8179.499999999999,735.3000000000001
139,23,4,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),35,High,Few times per week,67.9,83.4,83.3,95.0,4,0,100.0,6,4,7371.999999999999,0.0
140,23,5,Female,Bachelor Degree,Divorced,Yes,Suburban,Customer Success,Junior,Startup (1-50),Manufacturing,Good,Moderate (25-50 Mbps),65,Moderate,Few times per week,68.1,72.1,80.5,94.4,8,0,100.0,6,9,7316.0,0.0
141,39,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Enterprise (5000+),Consulting,Average,Fast (50-100 Mbps),55,High,Bi-weekly,51.5,69.2,63.2,81.7,9,44,100.0,8,6,5539.26,103.0
142,37,4,Female,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Startup (1-50),Government,Average,Moderate (25-50 Mbps),40,Low,Weekly,52.7,59.0,51.1,63.8,7,9,91.5,2,4,3107.06,368.90000000000003
143,37,4,Male,Associate Degree,Divorced,No,Urban,Operations,Senior,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),44,Moderate,Bi-weekly,60.9,78.9,89.6,91.4,9,15,100.0,4,8,6845.860000000001,304.5
144,38,1,Female,PhD,Divorced,No,Urban,Marketing,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),49,Moderate,Few times per week,92.4,83.7,66.9,95.0,13,25,100.0,6,7,8027.5,277.20000000000005
145,28,2,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Fast (50-100 Mbps),34,Very High,Few times per week,47.1,62.3,61.5,83.4,6,42,100.0,6,6,5429.34,141.3
146,37,5,Male,Bachelor Degree,In Relationship,No,Urban,Engineering,Mid-Level,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),46,High,Few times per week,95.9,98.8,88.2,95.0,5,0,100.0,6,5,9310.0,575.4000000000001
147,37,5,Female,Master Degree,Married,Yes,Suburban,Engineering,Lead,Startup (1-50),Healthcare,Excellent,Very Fast (100+ Mbps),47,Moderate,Weekly,88.2,100.0,86.2,95.0,11,0,100.0,7,6,9310.0,705.6
148,28,5,Female,High School,Single,No,Suburban,Product,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),44,High,Few times per week,100.0,100.0,83.1,95.0,10,0,100.0,5,4,9310.0,200.0
149,51,3,Female,PhD,Divorced,Yes,Suburban,Operations,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),50,Low,Daily,86.9,84.3,75.1,92.7,12,30,95.8,1,8,7258.41,173.8
150,39,5,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Good,Fast (50-100 Mbps),42,Moderate,Daily,55.0,70.3,74.0,87.8,5,0,95.7,5,5,6356.72,275.0
151,24,0,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Large (1001-5000),Education,Average,Fast (50-100 Mbps),48,High,Few times per week,75.4,54.6,58.8,79.8,10,47,100.0,9,8,4859.82,0.0
152,40,1,Female,Bachelor Degree,Married,No,Urban,Operations,Senior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),43,High,Daily,87.9,98.7,95.0,95.0,11,42,100.0,7,8,9310.0,263.70000000000005
153,26,3,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),32,Moderate,Daily,100.0,100.0,78.3,95.0,8,30,100.0,5,9,9310.0,100.0
154,42,3,Female,Master Degree,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Manufacturing,Good,Fast (50-100 Mbps),47,High,Weekly,76.9,77.9,57.5,86.7,7,20,100.0,4,3,6311.76,384.5
155,45,2,Male,Master Degree,Single,No,Suburban,Engineering,Senior,Large (1001-5000),Healthcare,Poor,Fast (50-100 Mbps),49,Very High,Daily,70.7,83.4,62.6,95.0,3,39,100.0,8,6,7951.5,424.20000000000005
156,43,1,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Senior,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),33,Very High,Weekly,92.6,95.1,79.2,95.0,9,6,100.0,6,8,9310.0,1018.5999999999999
157,38,3,Female,Master Degree,Divorced,No,Urban,Finance,Senior,Small (51-200),Technology,Good,Fast (50-100 Mbps),47,High,Daily,94.3,85.2,71.8,95.0,13,32,100.0,6,4,8654.5,282.9
158,42,4,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Very Fast (100+ Mbps),43,High,Daily,100.0,95.9,74.3,95.0,12,28,100.0,5,8,9310.0,600.0
159,52,4,Female,Master Degree,Married,Yes,Suburban,Sales,Mid-Level,Medium (201-1000),Education,Good,Fast (50-100 Mbps),43,Moderate,Daily,72.0,58.0,48.6,76.9,11,40,77.8,5,3,4737.040000000001,432.0
160,32,1,Male,Master Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),43,Moderate,Few times per week,78.8,76.9,61.6,95.0,2,65,89.1,7,6,7638.000000000001,394.0
161,28,3,Male,Bachelor Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Startup (1-50),Finance,Good,Fast (50-100 Mbps),48,Moderate,Weekly,54.0,70.0,64.7,75.8,8,48,84.0,3,3,4532.839999999999,108.0
162,26,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),43,High,Few times per week,89.8,98.2,78.6,95.0,6,0,100.0,5,4,9310.0,89.8
163,27,3,Male,Bachelor Degree,Single,No,Suburban,HR,Junior,Enterprise (5000+),Healthcare,Average,Very Fast (100+ Mbps),39,Low,Few times per week,40.0,50.0,30.0,59.3,7,12,67.6,9,8,2075.5,40.0
164,34,3,Female,Bachelor Degree,Divorced,No,Urban,Design,Senior,Medium (201-1000),Finance,Poor,Very Fast (100+ Mbps),32,Moderate,Few times per week,50.7,57.5,63.9,69.8,10,9,65.8,7,1,3601.68,405.6
165,38,4,Male,PhD,Single,No,Urban,Product,Senior,Small (51-200),Technology,Average,Fast (50-100 Mbps),39,High,Weekly,100.0,97.4,72.3,95.0,8,25,100.0,2,7,9310.0,700.0
166,37,5,Male,Bachelor Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),47,Moderate,Daily,99.8,86.5,87.5,95.0,11,0,100.0,5,3,8027.5,499.0
167,42,1,Female,Associate Degree,Single,Yes,Rural,Finance,Senior,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),39,Very High,Weekly,95.4,95.3,84.0,95.0,5,21,100.0,3,8,8930.0,477.0
168,48,3,Female,Master Degree,Married,No,Suburban,Operations,Lead,Large (1001-5000),Healthcare,Poor,Very Fast (100+ Mbps),33,Very Low,Daily,84.0,100.0,84.9,95.0,2,14,100.0,3,7,8692.5,588.0
169,32,3,Female,Bachelor Degree,Married,No,Suburban,Operations,Mid-Level,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),35,High,Few times per week,90.5,78.4,56.5,95.0,5,28,100.0,5,8,7628.5,271.5
170,59,1,Female,Bachelor Degree,Single,No,Suburban,Sales,Manager,Startup (1-50),Non-profit,Good,Very Fast (100+ Mbps),35,Moderate,Daily,90.5,100.0,71.5,95.0,11,19,99.9,6,7,9310.0,1810.0
171,40,1,Male,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),42,High,Few times per week,79.2,79.2,54.4,90.3,8,37,100.0,5,6,7287.21,158.4
172,27,2,Male,Master Degree,Married,Yes,Rural,Finance,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),52,Low,Daily,60.5,60.7,81.8,86.6,10,0,96.1,6,6,5758.9,0.0
173,25,5,Female,Bachelor Degree,Married,No,Urban,Design,Junior,Medium (201-1000),Consulting,Good,Slow (<25 Mbps),55,High,Daily,100.0,91.5,77.8,95.0,7,0,100.0,10,7,9310.0,100.0
174,39,4,Female,Master Degree,Married,Yes,Urban,Sales,Senior,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),48,High,Few times per week,75.1,72.7,73.4,90.9,10,15,100.0,4,6,6199.380000000001,525.6999999999999
175,32,4,Female,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),30,Moderate,Weekly,56.6,69.3,77.0,92.8,7,0,68.1,6,1,6505.279999999999,113.2
176,39,1,Male,Associate Degree,In Relationship,Yes,Suburban,Engineering,Lead,Medium (201-1000),Non-profit,Good,Fast (50-100 Mbps),25,Moderate,Weekly,78.9,95.3,75.6,95.0,8,37,100.0,8,7,8407.5,473.40000000000003
177,34,5,Male,Associate Degree,Married,No,Urban,Operations,Senior,Small (51-200),Non-profit,Poor,Very Fast (100+ Mbps),42,Moderate,Few times per week,68.6,58.6,50.2,63.4,7,0,65.3,5,6,3442.62,411.59999999999997
178,27,3,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),51,High,Monthly,91.2,93.8,92.9,95.0,8,23,100.0,6,10,9310.0,273.6
179,22,2,Male,Bachelor Degree,Divorced,Yes,Urban,Marketing,Junior,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),46,High,Daily,100.0,91.7,95.0,95.0,11,27,100.0,7,6,9167.5,100.0
180,30,4,Male,Master Degree,Single,No,Urban,Operations,Mid-Level,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),31,Moderate,Daily,100.0,100.0,79.3,95.0,10,22,100.0,9,3,9310.0,0.0
181,42,4,Male,High School,Divorced,No,Suburban,Engineering,Senior,Startup (1-50),Finance,Average,Fast (50-100 Mbps),50,Moderate,Few times per week,78.7,92.0,69.7,95.0,10,40,89.8,4,5,7267.5,236.10000000000002
182,36,4,Male,Associate Degree,Single,No,Urban,Engineering,Lead,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),49,High,Few times per week,87.1,95.0,93.9,89.9,6,25,100.0,10,7,7542.610000000001,609.6999999999999
183,23,1,Female,Master Degree,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Healthcare,Good,Moderate (25-50 Mbps),51,Moderate,Few times per week,70.5,67.3,74.0,78.0,8,27,90.1,7,7,4773.6,0.0
184,36,5,Female,Bachelor Degree,Single,No,Rural,Sales,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,Low,Weekly,51.1,50.0,42.5,57.7,1,0,83.9,6,7,2481.1,0.0
185,38,5,Female,Master Degree,In Relationship,No,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),38,Moderate,Daily,100.0,100.0,54.2,95.0,6,0,100.0,4,4,9310.0,500.0
186,27,2,Female,Master Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Technology,Poor,Very Fast (100+ Mbps),30,Very High,Few times per week,100.0,100.0,79.7,95.0,9,0,100.0,6,8,9310.0,0.0
187,36,0,Male,Bachelor Degree,Married,No,Rural,Sales,Junior,Enterprise (5000+),Finance,Excellent,Moderate (25-50 Mbps),49,High,Few times per week,96.0,99.3,73.4,95.0,10,24,100.0,3,9,9082.0,96.0
188,35,1,Female,Master Degree,Single,No,Urban,Marketing,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),46,High,Weekly,92.6,83.9,78.7,95.0,10,32,100.0,9,4,8854.0,185.2
189,24,5,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Retail,Average,Slow (<25 Mbps),30,High,Bi-weekly,73.2,73.9,50.2,95.0,7,0,100.0,4,7,7096.5,0.0
190,38,3,Male,Bachelor Degree,Married,Yes,Urban,HR,Senior,Small (51-200),Healthcare,Excellent,Very Fast (100+ Mbps),36,High,Weekly,88.2,100.0,74.5,95.0,12,30,100.0,7,5,9310.0,705.6
191,40,2,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),36,High,Daily,94.0,97.1,88.6,95.0,8,45,100.0,5,4,9310.0,658.0
192,44,2,Female,Bachelor Degree,Single,Yes,Rural,Customer Success,Senior,Small (51-200),Education,Excellent,Fast (50-100 Mbps),46,Very High,Weekly,93.6,100.0,79.5,91.5,8,49,100.0,4,5,7557.9,1404.0
193,44,2,Female,Bachelor Degree,Married,Yes,Urban,Marketing,Junior,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),41,High,Daily,89.5,100.0,81.0,95.0,9,32,100.0,8,7,9205.5,179.0
194,22,4,Female,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Large (1001-5000),Media,Excellent,Very Fast (100+ Mbps),40,High,Monthly,85.6,88.7,88.5,95.0,4,11,100.0,8,9,8635.5,85.6
195,26,3,Female,Bachelor Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Good,Moderate (25-50 Mbps),39,High,Weekly,100.0,97.9,69.2,95.0,7,22,100.0,1,8,9310.0,200.0
196,39,5,Male,Associate Degree,Single,No,Suburban,Customer Success,Senior,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),35,Very High,Few times per week,98.3,99.7,95.0,95.0,5,0,100.0,9,4,9310.0,884.6999999999999
197,39,4,Female,Associate Degree,Married,No,Rural,Design,Senior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),47,Very High,Weekly,88.8,97.0,94.3,95.0,8,10,100.0,5,6,9310.0,888.0
198,39,4,Female,High School,In Relationship,Yes,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),37,High,Few times per week,71.7,82.4,60.0,95.0,7,0,100.0,3,4,8284.0,573.6
199,65,2,Male,Associate Degree,Single,Yes,Suburban,Engineering,Director,Enterprise (5000+),Media,Average,Slow (<25 Mbps),48,Low,Daily,80.9,82.5,80.1,95.0,7,43,98.6,6,6,8407.5,2588.8
200,40,0,Male,Bachelor Degree,Married,Yes,Suburban,Product,Senior,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),33,Moderate,Weekly,95.5,91.0,78.2,95.0,10,0,100.0,3,7,8008.5,764.0
201,45,3,Female,Bachelor Degree,Single,No,Rural,Engineering,Manager,Small (51-200),Retail,Good,Very Fast (100+ Mbps),39,High,Few times per week,76.0,77.7,65.3,95.0,9,8,100.0,4,8,7001.5,1292.0
202,43,2,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),53,Low,Bi-weekly,91.9,87.0,72.1,95.0,7,33,100.0,6,8,8141.5,1286.6000000000001
203,40,2,Female,Master Degree,Married,Yes,Suburban,Finance,Lead,Startup (1-50),Education,Good,Very Fast (100+ Mbps),43,High,Daily,47.9,60.1,44.7,63.4,12,67,100.0,5,2,3214.38,718.5
204,32,5,Female,Master Degree,Single,Yes,Urban,Product,Senior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),39,Moderate,Weekly,75.8,71.1,47.8,90.5,9,0,100.0,4,7,6190.200000000001,454.79999999999995
205,28,1,Male,Master Degree,Divorced,No,Urban,Engineering,Mid-Level,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),36,Moderate,Bi-weekly,81.7,84.9,75.9,95.0,8,0,100.0,6,6,7885.0,245.10000000000002
206,32,1,Male,Bachelor Degree,In Relationship,No,Suburban,Operations,Junior,Medium (201-1000),Government,Good,Moderate (25-50 Mbps),44,Very High,Daily,73.3,67.9,63.2,88.2,5,31,100.0,8,5,6412.14,293.2
207,30,2,Male,High School,Single,Yes,Rural,Engineering,Mid-Level,Medium (201-1000),Retail,Average,Very Fast (100+ Mbps),47,Very High,Few times per week,100.0,100.0,84.8,95.0,3,33,100.0,2,2,9310.0,200.0
208,35,5,Male,Master Degree,Single,Yes,Urban,Engineering,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),43,High,Weekly,97.4,96.0,90.7,95.0,10,0,100.0,4,8,9310.0,194.8
209,55,2,Female,Associate Degree,In Relationship,Yes,Suburban,Marketing,Manager,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),41,Low,Few times per week,93.2,94.0,72.6,95.0,6,15,83.7,7,5,8673.5,2889.2000000000003
210,22,2,Female,PhD,Single,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),45,Very High,Few times per week,78.8,79.6,67.9,95.0,10,29,100.0,10,9,7685.500000000001,78.8
211,41,4,Female,Bachelor Degree,Married,Yes,Urban,Finance,Senior,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),33,High,Few times per week,97.2,85.9,62.9,95.0,8,13,100.0,7,3,8131.999999999999,874.8000000000001
212,22,2,Male,Bachelor Degree,Single,Yes,Rural,Data Science,Junior,Medium (201-1000),Education,Excellent,Fast (50-100 Mbps),44,High,Monthly,73.2,80.9,76.8,95.0,8,41,100.0,2,6,7561.999999999999,73.2
213,30,2,Female,Bachelor Degree,Married,Yes,Urban,Operations,Junior,Enterprise (5000+),Government,Good,Slow (<25 Mbps),44,Moderate,Weekly,90.6,73.7,59.8,94.0,9,20,100.0,4,8,7350.8,0.0
214,44,1,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),43,High,Few times per week,77.4,93.0,74.9,95.0,13,20,100.0,5,5,7951.5,309.6
215,35,2,Male,High School,Divorced,Yes,Urban,Customer Success,Mid-Level,Large (1001-5000),Finance,Average,Very Fast (100+ Mbps),38,Moderate,Weekly,67.9,82.0,51.3,83.3,7,50,88.1,4,10,5739.37,67.9
216,25,1,Female,Bachelor Degree,Divorced,No,Rural,Customer Success,Junior,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),37,High,Few times per week,90.6,94.8,89.3,95.0,6,30,100.0,4,7,8540.5,181.2
217,28,0,Female,Master Degree,Married,No,Rural,HR,Junior,Medium (201-1000),Finance,Good,Moderate (25-50 Mbps),34,Moderate,Monthly,77.5,79.1,80.2,87.3,5,23,100.0,5,5,6669.72,0.0
218,41,4,Male,Bachelor Degree,Divorced,No,Urban,Operations,Lead,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),50,Very High,Few times per week,100.0,100.0,92.1,95.0,8,47,100.0,5,8,9310.0,700.0
219,28,1,Male,Bachelor Degree,Married,Yes,Urban,Product,Junior,Small (51-200),Finance,Good,Fast (50-100 Mbps),41,High,Daily,50.6,50.0,59.3,67.4,8,41,100.0,5,10,3383.4800000000005,0.0
220,36,4,Female,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Large (1001-5000),Consulting,Good,Moderate (25-50 Mbps),39,Low,Daily,55.9,61.2,48.7,83.8,9,0,83.4,6,5,5564.320000000001,0.0
221,35,4,Male,Master Degree,Married,No,Suburban,Design,Lead,Startup (1-50),Technology,Poor,Very Fast (100+ Mbps),38,Moderate,Few times per week,68.9,75.3,76.0,95.0,11,6,81.6,9,8,7695.0,482.30000000000007
222,29,3,Male,Bachelor Degree,Married,Yes,Suburban,Design,Junior,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),36,Very Low,Few times per week,83.7,86.6,86.2,95.0,8,23,100.0,10,10,9310.0,0.0
223,54,2,Female,Bachelor Degree,Single,No,Rural,Product,Mid-Level,Large (1001-5000),Media,Good,Very Fast (100+ Mbps),38,Moderate,Weekly,100.0,82.8,70.7,94.5,2,52,100.0,1,5,8334.9,800.0
224,40,1,Male,PhD,Single,No,Suburban,Engineering,Junior,Small (51-200),Non-profit,Good,Moderate (25-50 Mbps),49,High,Bi-weekly,85.9,92.5,80.6,91.3,8,0,100.0,6,5,8244.39,429.5
225,22,4,Male,Bachelor Degree,In Relationship,No,Suburban,Customer Success,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),45,Moderate,Bi-weekly,72.6,87.8,82.3,95.0,6,6,83.2,7,7,8407.5,72.6
226,36,4,Female,Bachelor Degree,Divorced,No,Suburban,Marketing,Mid-Level,Small (51-200),Government,Good,Slow (<25 Mbps),46,Moderate,Daily,88.6,91.4,69.9,95.0,14,45,88.2,3,10,8008.5,354.4
227,27,5,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Large (1001-5000),Consulting,Good,Fast (50-100 Mbps),42,High,Daily,100.0,98.1,71.9,95.0,6,0,100.0,4,3,9310.0,0.0
228,33,0,Male,Bachelor Degree,Single,Yes,Urban,Sales,Mid-Level,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),39,Very High,Few times per week,97.6,94.7,75.8,95.0,4,5,100.0,7,9,8749.5,390.4
229,39,2,Male,Master Degree,In Relationship,Yes,Urban,Customer Success,Lead,Medium (201-1000),Consulting,Good,Very Fast (100+ Mbps),44,High,Daily,79.3,65.5,72.6,82.1,10,45,100.0,6,3,5648.48,555.1
